ID,Name,Description,ColumnSpec,category,type,unit,source_comment,changes,comment
WNAI24,"Presence of Ponderosa or yellow pine, Pinus ponderosa",,,"Ecology: vegetation, Ecology: overview",Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Ponderosa/yellow pine,"NOTE:  Case 149 has a score of three, WNAI only lists present and absent as values. This was changed to missing data. [World Cultures 10(2), fall 1999]"
WNAI25,"Presence of Lodge-pole pine, Pinus contorta",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Lodgepole pine,
WNAI26,"Presence of Sugar pine, Pinus lambertiana",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Sugar pine,
WNAI27,"Presence of Giant sahuaro cactus, Carnegiea gigantea",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Giant saguaro cactus,
WNAI28,"Presence of Honey mesquite, Prosopis juliforna (and other mesquite spp.)",,,"Ecology: vegetation, Ecology: overview",Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Honey mesquite,
WNAI29,"Presence of Screwbean, Prosopis pubescens",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Screwbean,
WNAI30,"Presence of Mescal, Agave parryi",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Mescal - Agave parryi,
WNAI31,"Presence of Mescal, Agave deserti",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Mescal - Agave deserti,
WNAI32,"Presence of Mescal, Agave utahensis",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Mescal - Agave utahensis,
WNAI33,"Presence of Mescal, Agave palmeri",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Mescal - Agave palmeri,
WNAI34,"Presence of Mescal, Agave conseii",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Mescal - Agave conseii,
WNAI35,"Presence of Mescal, Agave neomexicana",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Mescal - Agave neomexicana,"NOTE:  Cases 145 and 146 had values of 0; these were changed to missing data. [World Cultures 10(2), fall 1999]"
WNAI36,"Presence of Soapweed, Yucca glauca or Datil, Y. baccata",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.","Soapweed, Yucca glauca (or Datil), Yucca baccata",
WNAI37,"Presence of Sotol, Dasylerion wheeleri",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Sotol,
WNAI38,"Presence of Prickly-pear cactus, Opuntia engelmannii (and other prickly-pear spp.)",,,"Ecology: vegetation, Ecology: overview",Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Prickly-pear cactus,
WNAI39,"Presence of Cholla cactus, Opuntia arborescens (and other cholla spp.)",,,"Ecology: vegetation, Ecology: overview",Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Cholla cactus,
WNAI40,"Presence of Sand-root, Ammobroma sonorae",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Sand-root,
WNAI41,"Presence of Pigweed, Amaranthus retroflexus",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Pigweed,
WNAI42,"Presence of Serviceberry, Amelanchier alnifolia",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Serviceberry,
WNAI43,"Presence of Lambsquarter, Chenopodium album",,,"Ecology: vegetation, Ecology: overview",Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Lambsquarter,
WNAI44,"Presence of Saltbush, Atriplex argentea",,,"Ecology: vegetation, Ecology: overview",Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Saltbush,
WNAI45,"Presence of Western hackberry, Celtis douglasii",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Western hackberry,
WNAI46,"Presence of Guaco, Cleome serrulata",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Guaco,
WNAI47,"Presence of Indian millet, Eriocoma cuspidata",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Indian millet,
WNAI48,"Presence of Common purslane, Portulaca oleracea",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Common purslane,
WNAI49,"Presence of Wild potato, Solanum triflorum and other potato spp.",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Wild potato,
WNAI50,"Presence of Yamp, Carum gairdneri",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Yamp,
WNAI51,"Presence of Thistle, Cirsium acaule, and other Cirsium spp.",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Thistle,
WNAI52,"Presence of Wild rye, Elymus condensatus or sibiricus",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Wild rye,
WNAI53,"Presence of Sunflower, Helianthus annuus",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Sunflower - Helianthus annus,
WNAI54,"Presence of Sunflower, Helianthus (all other spp.)",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Sunflower - all other Helianthus except H. annus,
WNAI55,"Presence of Broomrape, genus Orobanche",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Broomrape,
WNAI56,"Presence of Sand bunchgrass, Rice Grass, Oryzopis spp.",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Sand bunchgrass/rice grass,
WNAI57,"Presence of Tobacco-root or Bitterroot, Valeriana edulis",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Tobacco-root/bitterroot,
WNAI58,"Presence of Camass, genus Camassia",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Camass,
WNAI59,"Presence of Braken fern, Pteridium aquilinum",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Braken fern,
WNAI60,"Presence of Western hazelnut or filbert, Corylus californica",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Western hazlenut-filbert,
WNAI61,"Presence of Lupine, Lupinus polyphyllus",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Lupine,
WNAI62,"Presence of Salal, Gaultheria shallon",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Salal,
WNAI63,"Presence of Tiger-lily, Lilium spp.",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Tiger-lily,
WNAI64,"Presence of Wokas or Water-lily, Nymphaea polysepala",,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Wokas/water lily,
WNAI65,Life Zones in the Tribal Territory,,,"Ecology: vegetation, Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Life zones in tribal territory,
WNAI66,"Presence of Baird's beaked whale, Berardius bairdii",,,Ecology: aquatic mammals,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Bairds beaked whale,
WNAI67,"Presence of Pacific beaked whale, Mesoplodon stejnegeri",,,Ecology: aquatic mammals,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Pacific beaked whale,
WNAI68,"Presence of Goose-beaked whale, Ziphius cavirostris",,,Ecology: aquatic mammals,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Goose-beaked whale,
WNAI69,"Presence of Sperm whale, Physeter catodon",,,Ecology: aquatic mammals,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Sperm whale,
WNAI70,"Presence of Pygmy sperm whale, Kogia breviceps",,,Ecology: aquatic mammals,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Pygymy sperm whale,
WNAI71,"Presence of California gray whale, Eschrichtius gibbosus",,,Ecology: aquatic mammals,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",California gray whale,
WNAI72,"Presence of Fin-backed whale, Balaenoptera physalus",,,Ecology: aquatic mammals,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Fin-backed whale,
WNAI73,"Presence of Sei whale, Balaenoptera borealis",,,Ecology: aquatic mammals,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Sei whale,
WNAI74,"Presence of Blue whale or Sulphur-bottomed whale, Sibbaldus musculus",,,Ecology: aquatic mammals,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Blue whale/sulphur-bottomed whale,
WNAI75,"Presence of Humped-backed whale, Megaptera novaengliae",,,Ecology: aquatic mammals,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Hump-backed whale,
WNAI76,"Presence of Pacific Right whale, Eubalaena sieboldii",,,Ecology: aquatic mammals,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Pacific right whale,
WNAI77,"Presence of Gray's porpoise or spotted dolphin, Stenella styx",,,Ecology: aquatic mammals,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Grays porpoise/spotted dolphin,
WNAI78,"Presence of Pacific dolphin, Delphinius bairdii",,,Ecology: aquatic mammals,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Pacific dolphin,
WNAI79,"Presence of Gill's bottle-nosed dolphin, Tursiops gillii",,,Ecology: aquatic mammals,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Gills bottle-nosed dolphin,
WNAI80,"Presence of Pacific bottle-nosed dolphin, Tursiops nuuanu",,,Ecology: aquatic mammals,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Pacific bottle-nosed dolphin,
WNAI81,"Presence of Northern right-whale dolphin, Lissodelphus borealis",,,Ecology: aquatic mammals,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Northern right-whale dolphin,
WNAI82,"Presence of Pacific white-sided dolphin, Lagenorhynchus obliquidens",,,Ecology: aquatic mammals,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Pacific white-sided dolphin,
WNAI83,"Presence of Pacific killer-whale, Grampus rectipinna",,,Ecology: aquatic mammals,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Pacific killer-whale,
WNAI84,"Presence of False killer-whale, Pseudorca crassidens",,,Ecology: aquatic mammals,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",False killer-whale,
WNAI85,"Presence of Pacific blackfish or pilot whale, Globicephala scammonii",,,Ecology: aquatic mammals,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Pacific blackfish/pilot whale,
WNAI86,"Presence of Pacific harbor porpoise, Phocoena vomerina",,,Ecology: aquatic mammals,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Pacific harbor porpoise,
WNAI87,"Presence of Dall's porpoise, Phocoenoides dalli",,,Ecology: aquatic mammals,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Dalls porpoise,
WNAI88,"Presence of Sea-otter, Enhydra lutris",,,Ecology: aquatic mammals,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Sea otter,
WNAI89,"Presence of Northern or Alaskan fur-seal, Callorhinus ursinus",,,Ecology: aquatic mammals,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Northern-alaska fur-seal,
WNAI90,"Presence of Guadalupe fur-seal, Arctophoca townsendii",,,Ecology: aquatic mammals,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Guadalupe fur-seal,
