ID,Var_ID,Name,Description,ord
WNAI23-2,WNAI23,Present,Present,2
WNAI23-3,WNAI23,Very Frequent,Very frequent,3
WNAI23-4,WNAI23,Dominates the genus,Only representative of the genus shown on map of dominant vegetation,4
WNAI24-NA,WNAI24,Missing data,Missing data,99
WNAI24-1,WNAI24,Absent,Absent,1
WNAI24-2,WNAI24,Present,Present,2
WNAI24-3,WNAI24,Very Frequent,Very frequent,3
WNAI24-4,WNAI24,Dominates the genus,Only representative of the genus shown on map of dominant vegetation,4
WNAI25-NA,WNAI25,Missing data,Missing data,99
WNAI25-1,WNAI25,Absent,Absent,1
WNAI25-2,WNAI25,Present,Present,2
WNAI26-NA,WNAI26,Missing data,Missing data,99
WNAI26-1,WNAI26,Absent,Absent,1
WNAI26-2,WNAI26,Present,Present,2
WNAI27-NA,WNAI27,Missing data,Missing data,99
WNAI27-1,WNAI27,Absent,Absent,1
WNAI27-2,WNAI27,Present,Present,2
WNAI28-NA,WNAI28,Missing data,Missing data,99
WNAI28-1,WNAI28,Absent,Absent,1
WNAI28-2,WNAI28,Present,Present,2
WNAI28-3,WNAI28,Very Frequent,Very frequent,3
WNAI28-4,WNAI28,Dominates the genus,Only representative of the genus shown on map of dominant vegetation,4
WNAI29-NA,WNAI29,Missing data,Missing data,99
WNAI29-1,WNAI29,Absent,Absent,1
WNAI29-2,WNAI29,Present,Present,2
WNAI30-NA,WNAI30,Missing data,Missing data,99
WNAI30-1,WNAI30,Absent,Absent,1
WNAI30-2,WNAI30,Present,Present,2
WNAI31-NA,WNAI31,Missing data,Missing data,99
WNAI31-1,WNAI31,Absent,Absent,1
WNAI31-2,WNAI31,Present,Present,2
WNAI32-NA,WNAI32,Missing data,Missing data,99
WNAI32-1,WNAI32,Absent,Absent,1
WNAI32-2,WNAI32,Present,Present,2
WNAI33-NA,WNAI33,Missing data,Missing data,99
WNAI33-1,WNAI33,Absent,Absent,1
WNAI33-2,WNAI33,Present,Present,2
WNAI34-NA,WNAI34,Missing data,Missing data,99
WNAI34-1,WNAI34,Absent,Absent,1
WNAI34-2,WNAI34,Present,Present,2
WNAI35-NA,WNAI35,Missing data,Missing data,99
WNAI35-1,WNAI35,Absent,Absent,1
WNAI35-2,WNAI35,Present,Present,2
WNAI36-NA,WNAI36,Missing data,Missing data,99
WNAI36-1,WNAI36,Absent,Absent,1
WNAI36-2,WNAI36,Present,Present,2
WNAI37-NA,WNAI37,Missing data,Missing data,99
WNAI37-1,WNAI37,Absent,Absent,1
WNAI37-2,WNAI37,Present,Present,2
WNAI38-NA,WNAI38,Missing data,Missing data,99
WNAI38-1,WNAI38,Absent,Absent,1
WNAI38-2,WNAI38,Present,Present,2
WNAI38-3,WNAI38,Very Frequent,Very frequent,3
WNAI38-4,WNAI38,Dominates the genus,Only representative of the genus shown on map of dominant vegetation,4
WNAI39-NA,WNAI39,Missing data,Missing data,99
WNAI39-1,WNAI39,Absent,Absent,1
WNAI39-2,WNAI39,Present,Present,2
WNAI39-3,WNAI39,Very Frequent,Very frequent,3
WNAI39-4,WNAI39,Dominates the genus,Only representative of the genus shown on map of dominant vegetation,4
WNAI40-NA,WNAI40,Missing data,Missing data,99
WNAI40-1,WNAI40,Absent,Absent,1
WNAI40-2,WNAI40,Present,Present,2
WNAI41-NA,WNAI41,Missing data,Missing data,99
WNAI41-1,WNAI41,Absent,Absent,1
WNAI41-2,WNAI41,Present,Present,2
WNAI42-NA,WNAI42,Missing data,Missing data,99
WNAI42-1,WNAI42,Absent,Absent,1
WNAI42-2,WNAI42,Present,Present,2
WNAI43-NA,WNAI43,Missing data,Missing data,99
WNAI43-1,WNAI43,Absent,Absent,1
WNAI43-2,WNAI43,Present,Present,2
WNAI44-NA,WNAI44,Missing data,Missing data,99
WNAI44-1,WNAI44,Absent,Absent,1
WNAI44-2,WNAI44,Present,Present,2
WNAI44-3,WNAI44,Very Frequent,Very frequent,3
WNAI44-4,WNAI44,Dominates the genus,Only representative of the genus shown on map of dominant vegetation,4
WNAI45-NA,WNAI45,Missing data,Missing data,99
WNAI45-1,WNAI45,Absent,Absent,1
WNAI45-2,WNAI45,Present,Present,2
WNAI46-NA,WNAI46,Missing data,Missing data,99
WNAI46-1,WNAI46,Absent,Absent,1
WNAI46-2,WNAI46,Present,Present,2
WNAI47-NA,WNAI47,Missing data,Missing data,99
WNAI47-1,WNAI47,Absent,Absent,1
WNAI47-2,WNAI47,Present,Present,2
WNAI48-NA,WNAI48,Missing data,Missing data,99
WNAI48-1,WNAI48,Absent,Absent,1
WNAI48-2,WNAI48,Present,Present,2
WNAI49-NA,WNAI49,Missing data,Missing data,99
WNAI49-1,WNAI49,Absent,Absent,1
WNAI49-2,WNAI49,Present,Present,2
WNAI50-NA,WNAI50,Missing data,Missing data,99
WNAI50-1,WNAI50,Absent,Absent,1
WNAI50-2,WNAI50,Present,Present,2
WNAI51-NA,WNAI51,Missing data,Missing data,99
WNAI51-1,WNAI51,Absent,Absent,1
WNAI51-2,WNAI51,Present,Present,2
WNAI52-NA,WNAI52,Missing data,Missing data,99
WNAI52-1,WNAI52,Absent,Absent,1
WNAI52-2,WNAI52,Present,Present,2
WNAI53-NA,WNAI53,Missing data,Missing data,99
WNAI53-1,WNAI53,Absent,Absent,1
WNAI53-2,WNAI53,Present,Present,2
WNAI54-NA,WNAI54,Missing data,Missing data,99
WNAI54-1,WNAI54,Absent,Absent,1
WNAI54-2,WNAI54,Present,Present,2
WNAI55-NA,WNAI55,Missing data,Missing data,99
WNAI55-1,WNAI55,Absent,Absent,1
WNAI55-2,WNAI55,Present,Present,2
WNAI56-NA,WNAI56,Missing data,Missing data,99
WNAI56-1,WNAI56,Absent,Absent,1
WNAI56-2,WNAI56,Present,Present,2
WNAI57-NA,WNAI57,Missing data,Missing data,99
WNAI57-1,WNAI57,Absent,Absent,1
WNAI57-2,WNAI57,Present,Present,2
WNAI58-NA,WNAI58,Missing data,Missing data,99
WNAI58-1,WNAI58,Absent,Absent,1
WNAI58-2,WNAI58,Present,Present,2
WNAI59-NA,WNAI59,Missing data,Missing data,99
WNAI59-1,WNAI59,Absent,Absent,1
WNAI59-2,WNAI59,Present,Present,2
WNAI60-NA,WNAI60,Missing data,Missing data,99
WNAI60-1,WNAI60,Absent,Absent,1
WNAI60-2,WNAI60,Present,Present,2
WNAI61-NA,WNAI61,Missing data,Missing data,99
WNAI61-1,WNAI61,Absent,Absent,1
WNAI61-2,WNAI61,Present,Present,2
WNAI62-NA,WNAI62,Missing data,Missing data,99
WNAI62-1,WNAI62,Absent,Absent,1
WNAI62-2,WNAI62,Present,Present,2
WNAI63-NA,WNAI63,Missing data,Missing data,99
WNAI63-1,WNAI63,Absent,Absent,1
WNAI63-2,WNAI63,Present,Present,2
WNAI64-NA,WNAI64,Missing data,Missing data,99
WNAI64-1,WNAI64,Absent,Absent,1
WNAI64-2,WNAI64,Present,Present,2
WNAI65-NA,WNAI65,Missing data,Missing data,99
WNAI65-1,WNAI65,Lower Austral,Lower Austral,1
WNAI65-2,WNAI65,Upper Austral,Upper Austral,2
WNAI65-3,WNAI65,Transition,Transition,3
WNAI65-4,WNAI65,Canadian,Canadian,4
WNAI65-5,WNAI65,1 and 2,1 and 2,5
WNAI65-6,WNAI65,2 and 3,2 and 3,6
WNAI65-7,WNAI65,3 and 4,3 and 4,7
WNAI65-8,WNAI65,"1,2 and 3",1 and 2 and 3,8
WNAI65-9,WNAI65,"2,3 and 4",2 and 3 and 4,9
WNAI66-NA,WNAI66,Missing data,Missing data,99
WNAI66-1,WNAI66,Absent or very rare,Absent or very rare,1
WNAI66-2,WNAI66,Present,Present,2
WNAI67-NA,WNAI67,Missing data,Missing data,99
WNAI67-1,WNAI67,Absent or very rare,Absent or very rare,1
WNAI67-2,WNAI67,Present,Present,2
WNAI68-NA,WNAI68,Missing data,Missing data,99
WNAI68-1,WNAI68,Absent or very rare,Absent or very rare,1
WNAI68-2,WNAI68,Present,Present,2
WNAI69-NA,WNAI69,Missing data,Missing data,99
WNAI69-1,WNAI69,Absent or very rare,Absent or very rare,1
WNAI69-2,WNAI69,Present,Present,2
WNAI70-NA,WNAI70,Missing data,Missing data,99
WNAI70-1,WNAI70,Absent or very rare,Absent or very rare,1
WNAI70-2,WNAI70,Present,Present,2
WNAI71-NA,WNAI71,Missing data,Missing data,99
WNAI71-1,WNAI71,Absent or very rare,Absent or very rare,1
WNAI71-2,WNAI71,Present,Present,2
WNAI72-NA,WNAI72,Missing data,Missing data,99
WNAI72-1,WNAI72,Absent or very rare,Absent or very rare,1
WNAI72-2,WNAI72,Present,Present,2
WNAI73-NA,WNAI73,Missing data,Missing data,99
WNAI73-1,WNAI73,Absent or very rare,Absent or very rare,1
WNAI73-2,WNAI73,Present,Present,2
WNAI74-NA,WNAI74,Missing data,Missing data,99
WNAI74-1,WNAI74,Absent or very rare,Absent or very rare,1
WNAI74-2,WNAI74,Present,Present,2
WNAI75-NA,WNAI75,Missing data,Missing data,99
WNAI75-1,WNAI75,Absent or very rare,Absent or very rare,1
WNAI75-2,WNAI75,Present,Present,2
WNAI76-NA,WNAI76,Missing data,Missing data,99
WNAI76-1,WNAI76,Absent or very rare,Absent or very rare,1
WNAI76-2,WNAI76,Present,Present,2
WNAI77-NA,WNAI77,Missing data,Missing data,99
WNAI77-1,WNAI77,Absent or very rare,Absent or very rare,1
WNAI77-2,WNAI77,Present,Present,2
WNAI78-NA,WNAI78,Missing data,Missing data,99
WNAI78-1,WNAI78,Absent or very rare,Absent or very rare,1
WNAI78-2,WNAI78,Present,Present,2
WNAI79-NA,WNAI79,Missing data,Missing data,99
WNAI79-1,WNAI79,Absent or very rare,Absent or very rare,1
WNAI79-2,WNAI79,Present,Present,2
WNAI80-NA,WNAI80,Missing data,Missing data,99
WNAI80-1,WNAI80,Absent or very rare,Absent or very rare,1
WNAI80-2,WNAI80,Present,Present,2
WNAI81-NA,WNAI81,Missing data,Missing data,99
WNAI81-1,WNAI81,Absent or very rare,Absent or very rare,1
WNAI81-2,WNAI81,Present,Present,2
WNAI82-NA,WNAI82,Missing data,Missing data,99
WNAI82-1,WNAI82,Absent or very rare,Absent or very rare,1
WNAI82-2,WNAI82,Present,Present,2
WNAI83-NA,WNAI83,Missing data,Missing data,99
WNAI83-1,WNAI83,Absent or very rare,Absent or very rare,1
WNAI83-2,WNAI83,Present,Present,2
WNAI84-NA,WNAI84,Missing data,Missing data,99
WNAI84-1,WNAI84,Absent or very rare,Absent or very rare,1
WNAI84-2,WNAI84,Present,Present,2
WNAI85-NA,WNAI85,Missing data,Missing data,99
WNAI85-1,WNAI85,Absent or very rare,Absent or very rare,1
WNAI85-2,WNAI85,Present,Present,2
WNAI86-NA,WNAI86,Missing data,Missing data,99
WNAI86-1,WNAI86,Absent or very rare,Absent or very rare,1
WNAI86-2,WNAI86,Present,Present,2
WNAI87-NA,WNAI87,Missing data,Missing data,99
WNAI87-1,WNAI87,Absent or very rare,Absent or very rare,1
WNAI87-2,WNAI87,Present,Present,2
WNAI88-NA,WNAI88,Missing data,Missing data,99
WNAI88-1,WNAI88,Absent or very rare,Absent or very rare,1
WNAI88-2,WNAI88,Present,Present,2
WNAI89-NA,WNAI89,Missing data,Missing data,99
WNAI89-1,WNAI89,Absent or very rare,Absent or very rare,1
WNAI89-2,WNAI89,Present,Present,2
WNAI90-NA,WNAI90,Missing data,Missing data,99
WNAI90-1,WNAI90,Absent or very rare,Absent or very rare,1
WNAI90-2,WNAI90,Present,Present,2
WNAI91-NA,WNAI91,Missing data,Missing data,99
WNAI91-1,WNAI91,Absent or very rare,Absent or very rare,1
WNAI91-2,WNAI91,Present,Present,2
WNAI92-NA,WNAI92,Missing data,Missing data,99
WNAI92-1,WNAI92,Absent or very rare,Absent or very rare,1
WNAI92-2,WNAI92,Present,Present,2
WNAI93-NA,WNAI93,Missing data,Missing data,99
WNAI93-1,WNAI93,Absent or very rare,Absent or very rare,1
WNAI93-2,WNAI93,Present,Present,2
WNAI94-NA,WNAI94,Missing data,Missing data,99
WNAI94-1,WNAI94,Absent or very rare,Absent or very rare,1
WNAI94-2,WNAI94,Present,Present,2
WNAI95-NA,WNAI95,Missing data,Missing data,99
WNAI95-1,WNAI95,None,None,1
WNAI95-2,WNAI95,1-5,1-5,2
WNAI95-3,WNAI95,6-10,6-10,3
WNAI95-4,WNAI95,11-15,11-15,4
WNAI95-5,WNAI95,16-20,16-20,5
WNAI95-6,WNAI95,21-25,21-25,6
WNAI95-7,WNAI95,26-30,26-29,7
WNAI96-NA,WNAI96,Missing data,Missing data,99
WNAI96-1,WNAI96,Absent or very rare,Absent or very rare,1
WNAI96-2,WNAI96,Present,Present,2
WNAI97-NA,WNAI97,Missing data,Missing data,99
WNAI97-1,WNAI97,Absent or very rare,Absent or very rare,1
WNAI97-2,WNAI97,Present,Present,2
WNAI98-NA,WNAI98,Missing data,Missing data,99
WNAI98-1,WNAI98,Absent or very rare,Absent or very rare,1
WNAI98-2,WNAI98,Present,Present,2
WNAI99-NA,WNAI99,Missing data,Missing data,99
WNAI99-1,WNAI99,Absent or very rare,Absent or very rare,1
WNAI99-2,WNAI99,Present,Present,2
WNAI100-NA,WNAI100,Missing data,Missing data,99
WNAI100-1,WNAI100,Absent or very rare,Absent or very rare,1
WNAI100-2,WNAI100,Present,Present,2
WNAI101-NA,WNAI101,Missing data,Missing data,99
WNAI101-1,WNAI101,Absent or very rare,Absent or very rare,1
WNAI101-2,WNAI101,Present,Present,2
WNAI102-NA,WNAI102,Missing data,Missing data,99
WNAI102-1,WNAI102,Absent or very rare,Absent or very rare,1
WNAI102-2,WNAI102,Present,Present,2
WNAI103-NA,WNAI103,Missing data,Missing data,99
WNAI103-1,WNAI103,Absent or very rare,Absent or very rare,1
WNAI103-2,WNAI103,Present,Present,2
WNAI104-NA,WNAI104,Missing data,Missing data,99
WNAI104-1,WNAI104,Absent or very rare,Absent or very rare,1
WNAI104-2,WNAI104,Present,Present,2
WNAI105-NA,WNAI105,Missing data,Missing data,99
WNAI105-1,WNAI105,Absent or very rare,Absent or very rare,1
WNAI105-2,WNAI105,Present,Present,2
WNAI106-NA,WNAI106,Missing data,Missing data,99
WNAI106-1,WNAI106,Absent or very rare,Absent or very rare,1
WNAI106-2,WNAI106,C canadensis present,C. canadensis present,2
WNAI106-3,WNAI106,C nannodes present,C. nannodes present,3
WNAI106-4,WNAI106,C merriami present,C. merriami present,4
WNAI107-NA,WNAI107,Missing data,Missing data,99
WNAI107-1,WNAI107,Absent or very rare,Absent or very rare,1
WNAI107-2,WNAI107,Present,Present,2
WNAI108-NA,WNAI108,Missing data,Missing data,99
WNAI108-1,WNAI108,Absent or very rare,Absent or very rare,1
WNAI108-2,WNAI108,Present,Present,2
WNAI109-NA,WNAI109,Missing data,Missing data,99
WNAI109-1,WNAI109,Absent or very rare,Absent or very rare,1
WNAI109-2,WNAI109,Present,Present,2
WNAI110-NA,WNAI110,Missing data,Missing data,99
WNAI110-1,WNAI110,Absent or very rare,Absent or very rare,1
WNAI110-2,WNAI110,Present,Present,2
WNAI111-NA,WNAI111,Missing data,Missing data,99
WNAI111-1,WNAI111,Absent or very rare,Absent or very rare,1
WNAI111-2,WNAI111,Present,Present,2
WNAI112-NA,WNAI112,Missing data,Missing data,99
WNAI112-1,WNAI112,Absent or very rare,Absent or very rare,1
WNAI112-2,WNAI112,Present,Present,2
WNAI113-NA,WNAI113,Missing data,Missing data,99
WNAI113-1,WNAI113,Absent,Absent or very rare,1
WNAI113-2,WNAI113,Present,Present,2
WNAI114-NA,WNAI114,Missing data,Missing data,99
WNAI114-1,WNAI114,Absent or very rare,Absent or very rare,1
WNAI114-2,WNAI114,Present,Present,2
WNAI115-NA,WNAI115,Missing data,Missing data,99
WNAI115-1,WNAI115,Absent or very rare,Absent or very rare,1
WNAI115-2,WNAI115,1-5,1-5,2
WNAI115-3,WNAI115,6-10,6-10,3
WNAI115-4,WNAI115,11-15,11-15,4
WNAI115-5,WNAI115,16-19,16-19,5
WNAI116-NA,WNAI116,Missing data,Missing data,99
WNAI116-1,WNAI116,Absent or very rare,Absent or very rare,1
WNAI116-2,WNAI116,Present,Present,2
WNAI117-NA,WNAI117,Missing data,Missing data,99
WNAI117-1,WNAI117,Absent or very rare,Absent or very rare,1
WNAI117-2,WNAI117,Present,Present,2
WNAI118-NA,WNAI118,Missing data,Missing data,99
WNAI118-1,WNAI118,Absent or very rare,Absent or very rare,1
WNAI118-2,WNAI118,Present,Present,2
WNAI119-NA,WNAI119,Missing data,Missing data,99
WNAI119-1,WNAI119,Absent or very rare,Absent or very rare,1
WNAI119-2,WNAI119,Present,Present,2
WNAI120-NA,WNAI120,Missing data,Missing data,99
WNAI120-1,WNAI120,Absent or very rare,Absent or very rare,1
WNAI120-2,WNAI120,Present,Present,2
WNAI121-NA,WNAI121,Missing data,Missing data,99
WNAI121-1,WNAI121,Absent or very rare,Absent or very rare,1
WNAI121-2,WNAI121,Present,Present,2
WNAI122-NA,WNAI122,Missing data,Missing data,99
WNAI122-1,WNAI122,Absent or very rare,Absent or very rare,1
WNAI122-2,WNAI122,Present,Present,2
WNAI123-NA,WNAI123,Missing data,Missing data,99
WNAI123-1,WNAI123,Absent or very rare,Absent or very rare,1
WNAI123-2,WNAI123,Present,Present,2
WNAI124-NA,WNAI124,Missing data,Missing data,99
WNAI124-1,WNAI124,Absent or very rare,Absent or very rare,1
WNAI124-2,WNAI124,Present,Present,2
WNAI125-NA,WNAI125,Missing data,Missing data,99
WNAI125-1,WNAI125,Absent or very rare,Absent or very rare,1
WNAI125-2,WNAI125,Present,Present,2
WNAI126-NA,WNAI126,Missing data,Missing data,99
WNAI126-1,WNAI126,Absent or very rare,Absent or very rare,1
WNAI126-2,WNAI126,Present,Present,2
WNAI127-NA,WNAI127,Missing data,Missing data,99
WNAI127-1,WNAI127,Absent or very rare,Absent or very rare,1
WNAI127-2,WNAI127,Present,Present,2
WNAI129-NA,WNAI129,Missing data,Missing data,99
WNAI129-1,WNAI129,Absent or very rare,Absent or very rare,1
WNAI129-2,WNAI129,Present,Present,2
WNAI130-NA,WNAI130,Missing data,Missing data,99
WNAI130-1,WNAI130,Absent or very rare,Absent or very rare,1
WNAI130-2,WNAI130,Present,Present,2
WNAI131-NA,WNAI131,Missing data,Missing data,99
WNAI131-1,WNAI131,Absent or very rare,Absent or very rare,1
WNAI131-2,WNAI131,Present,Present,2
WNAI132-NA,WNAI132,Missing data,Missing data,99
WNAI132-1,WNAI132,Absent or very rare,Absent or very rare,1
WNAI132-2,WNAI132,Present,Present,2
WNAI133-NA,WNAI133,Missing data,Missing data,99
WNAI133-1,WNAI133,Absent or very rare,Absent or very rare,1
WNAI133-2,WNAI133,Present,Present,2
WNAI134-NA,WNAI134,Missing data,Missing data,99
WNAI134-1,WNAI134,Absent or very rare,Absent or very rare,1
WNAI134-2,WNAI134,Present,Present,2
WNAI135-NA,WNAI135,Missing data,Missing data,99
WNAI135-1,WNAI135,Fishless-nearly so,Fishless or very nearly so,1
WNAI135-2,WNAI135,Less than 50,Less than 50,2
WNAI135-3,WNAI135,50-100,50-100,3
WNAI135-4,WNAI135,100-200,100-200,4
WNAI135-5,WNAI135,200-300,200-300,5
WNAI135-6,WNAI135,400-600,400-600,6
WNAI135-7,WNAI135,800-1000,800-1000,7
WNAI136-NA,WNAI136,Missing data,Missing data,99
WNAI136-1,WNAI136,Do not eat fish,Tribes reported as never eating fish,1
WNAI136-2,WNAI136,Few fish in diet,Fish contributed very little to diet,2
WNAI136-3,WNAI136,"Eaten, not staple","Fish commonly eaten, but a supplement and not a staple",3
WNAI136-4,WNAI136,Co-equal staple,Fish a staple but no more important than game or plants,4
WNAI136-5,WNAI136,Dominant staple,Fish the most important staple,5
WNAI137-NA,WNAI137,Missing data,Missing data,99
WNAI137-1,WNAI137,Absent or very rare,Absent or very rare,1
WNAI137-2,WNAI137,Present,Present,2
WNAI138-NA,WNAI138,Missing data,Missing data,99
WNAI138-1,WNAI138,Absent or very rare,Absent or very rare,1
WNAI138-2,WNAI138,Present,Present,2
WNAI139-NA,WNAI139,Missing data,Missing data,99
WNAI139-1,WNAI139,Absent or very rare,Absent or very rare,1
WNAI139-2,WNAI139,Present,Present,2
WNAI140-NA,WNAI140,Missing data,Missing data,99
WNAI140-1,WNAI140,Absent or very rare,Absent or very rare,1
WNAI140-2,WNAI140,Present,Present,2
WNAI141-NA,WNAI141,Missing data,Missing data,99
WNAI141-1,WNAI141,Probably absent,Harpoon probably absent,1
WNAI141-2,WNAI141,"Harpoon, no float",Harpoon without float,2
WNAI141-3,WNAI141,Harpoon with float,Harpoon with inflated float,3
WNAI142-NA,WNAI142,Missing data,Missing data,99
WNAI142-1,WNAI142,No fences no nets,Probably neither fences nor nets were used,1
WNAI142-2,WNAI142,Station fence-enclosure,A stationary fence or enclosure was used,2
WNAI142-3,WNAI142,Portable net,A portable net,3
WNAI142-4,WNAI142,2 and 3,Both fences and nets were used,4
WNAI143-NA,WNAI143,Missing data,Missing data,99
WNAI143-1,WNAI143,Probably absent,Probably absent,1
WNAI143-2,WNAI143,Present,Present,2
WNAI144-NA,WNAI144,Missing data,Missing data,99
WNAI144-1,WNAI144,Probably absent,Probably absent,1
WNAI144-2,WNAI144,Stone only,Stone only,2
WNAI144-3,WNAI144,Logs or logs & stone,"Logs, or combinations of logs and stones, but not stones alone",3
WNAI144-4,WNAI144,Stones/logs/log&stone,"Stones, or logs, or combination of logs and stones",4
WNAI145-NA,WNAI145,Missing data,Missing data,99
WNAI145-1,WNAI145,Probably no nets,Probably no nets,1
WNAI145-2,WNAI145,Small hand nets only,Only small hand nets,2
WNAI145-3,WNAI145,Gill nets & seines,Gills nets and seines,3
WNAI146-NA,WNAI146,Missing data,Missing data,99
WNAI146-1,WNAI146,No weirs or traps,Probably no weirs and traps,1
WNAI146-2,WNAI146,Pens/obstruct/traps,"Simple pens or obstructions, or traps without weirs",2
WNAI146-3,WNAI146,Weirs with traps,Weirs equipped with traps,3
WNAI147-NA,WNAI147,Missing data,Missing data,99
WNAI147-1,WNAI147,Leister absent,Leister probably absent,1
WNAI147-2,WNAI147,Leister present,Leister present,2
WNAI148-NA,WNAI148,Missing data,Missing data,99
WNAI148-1,WNAI148,No harpoons,Probably no fish harpoons,1
WNAI148-2,WNAI148,Single point,Single point,2
WNAI148-3,WNAI148,Double point,Double point,3
WNAI148-4,WNAI148,2 and 3,Both single and double point,4
WNAI149-NA,WNAI149,Missing data,Missing data,99
WNAI149-1,WNAI149,Probably none,Probably no seeds gathered or no report of seed-gathering containers,1
WNAI149-2,WNAI149,Basketry,Basketry,2
WNAI149-3,WNAI149,Hide,Hide,3
WNAI149-4,WNAI149,Basketry and hide,Both basketry and hides,4
WNAI149-5,WNAI149,Pottery and basketry,Both pottery and basketry,5
WNAI150-NA,WNAI150,Missing data,Missing data,99
WNAI150-1,WNAI150,Probably absent,Probably absent,1
WNAI150-2,WNAI150,Crutch-handled,Crutch-handled,2
WNAI150-3,WNAI150,Straight-handled,Straight-handled,3
